date,rate,cpi,ppi,pcr,gdp,indp,tcu,unrate,cpieng
1/7/2022,,294.977,139.837,15069.1,21851.134,103.1328,80.7318,3.5,315.749
6/7/2022,1.58,,,,,,,,
13/7/2022,1.58,,,,,,,,
20/7/2022,1.58,,,,,,,,
27/7/2022,1.58,,,,,,,,
1/8/2022,,295.209,139.721,15136.3,,103.2344,80.7118,3.6,299.73
3/8/2022,2.33,,,,,,,,
10/8/2022,2.33,,,,,,,,
17/8/2022,2.33,,,,,,,,
24/8/2022,2.33,,,,,,,,
31/8/2022,2.33,,,,,,,,
1/9/2022,,296.341,140.137,15176.7,,103.5283,80.8369,3.5,293.505
7/9/2022,2.33,,,,,,,,
14/9/2022,2.33,,,,,,,,
21/9/2022,2.33,,,,,,,,
28/9/2022,3.08,,,,,,,,
1/10/2022,,297.863,140.666,15202.7,21989.981,103.4114,80.6377,3.6,298.751
5/10/2022,3.08,,,,,,,,
12/10/2022,3.08,,,,,,,,
19/10/2022,3.08,,,,,,,,
26/10/2022,3.08,,,,,,,,
1/11/2022,,298.648,141.18,15149.8,,103.0707,80.2626,3.6,296.809
2/11/2022,3.08,,,,,,,,
9/11/2022,3.83,,,,,,,,
16/11/2022,3.83,,,,,,,,
23/11/2022,3.83,,,,,,,,
30/11/2022,3.83,,,,,,,,
1/12/2022,,298.812,140.696,15161.7,,101.4848,78.9195,3.5,285.709
7/12/2022,3.83,,,,,,,,
14/12/2022,3.83,,,,,,,,
21/12/2022,4.33,,,,,,,,
28/12/2022,4.33,,,,,,,,
1/1/2023,,300.356,141.286,15317.6,22112.329,102.5478,79.6374,3.4,290.504
4/1/2023,4.33,,,,,,,,
11/1/2023,4.33,,,,,,,,
18/1/2023,4.33,,,,,,,,
25/1/2023,4.33,,,,,,,,
1/2/2023,4.33,301.509,141.237,15325.5,,102.5671,79.5454,3.6,289.216
8/2/2023,4.58,,,,,,,,
15/2/2023,4.58,,,,,,,,
22/2/2023,4.58,,,,,,,,
1/3/2023,4.58,301.744,140.738,15295.4,,102.6592,79.5118,3.5,281.399
8/3/2023,4.57,,,,,,,,
15/3/2023,4.57,,,,,,,,
22/3/2023,4.58,,,,,,,,
29/3/2023,4.83,,,,,,,,
1/4/2023,,303.032,140.977,15316.9,22225.35,103.1512,79.79,3.4,283.473
5/4/2023,4.83,,,,,,,,
12/4/2023,4.83,,,,,,,,
19/4/2023,4.83,,,,,,,,
26/4/2023,4.83,,,,,,,,
1/5/2023,,303.365,140.664,15337.4,,102.924,79.5144,3.7,275.071
3/5/2023,4.83,,,,,,,,
10/5/2023,5.08,,,,,,,,
17/5/2023,5.08,,,,,,,,
24/5/2023,5.08,,,,,,,,
31/5/2023,5.08,,,,,,,,
1/6/2023,,304.003,140.672,15376.3,,102.3002,78.9361,3.6,276.411
7/6/2023,5.08,,,,,,,,
14/6/2023,5.08,,,,,,,,
21/6/2023,5.08,,,,,,,,
28/6/2023,5.07,,,,,,,,
1/7/2023,,304.628,141.461,15448.3,22490.692,103.19,79.5299,3.5,276.352
5/7/2023,5.08,,,,,,,,
12/7/2023,5.08,,,,,,,,
19/7/2023,5.08,,,,,,,,
26/7/2023,5.08,,,,,,,,
1/8/2023,,306.187,142.353,15439.8,,103.1141,79.3823,3.8,288.392
2/8/2023,5.33,,,,,,,,
9/8/2023,5.33,,,,,,,,
16/8/2023,5.33,,,,,,,,
23/8/2023,5.33,,,,,,,,
30/8/2023,5.33,,,,,,,,
1/9/2023,,307.288,142.658,15496,,103.2974,79.4371,3.8,291.71
6/9/2023,5.33,,,,,,,,
13/9/2023,5.33,,,,,,,,
20/9/2023,5.33,,,,,,,,
27/9/2023,5.33,,,,,,,,
1/10/2023,,307.531,142.191,15519.9,22679.255,102.5683,78.7929,3.8,285.488
4/10/2023,5.33,,,,,,,,
11/10/2023,5.33,,,,,,,,
18/10/2023,5.33,,,,,,,,
25/10/2023,5.33,,,,,,,,
1/11/2023,5.33,308.024,142.267,15584.3,,102.9049,78.9696,3.7,281.042
8/11/2023,5.33,,,,,,,,
15/11/2023,5.33,,,,,,,,
22/11/2023,5.33,,,,,,,,
29/11/2023,5.33,,,,,,,,
1/12/2023,,308.742,142.17,15655.8,,102.5743,78.6358,3.7,280.443
6/12/2023,5.33,,,,,,,,
13/12/2023,5.33,,,,,,,,
20/12/2023,5.33,,,,,,,,
27/12/2023,5.33,,,,,,,,
1/1/2024,,309.685,142.683,15609.1,22749.846,101.7987,77.9346,3.7,277.897
3/1/2024,5.33,,,,,,,,
10/1/2024,5.33,,,,,,,,
17/1/2024,5.33,,,,,,,,
24/1/2024,5.33,,,,,,,,
31/1/2024,5.33,,,,,,,,
1/2/2024,,311.054,143.522,15659.3,,102.6317,78.4842,3.9,284.175
7/2/2024,5.33,,,,,,,,
14/2/2024,5.33,,,,,,,,
21/2/2024,5.33,,,,,,,,
28/2/2024,5.33,,,,,,,,
1/3/2024,,312.23,143.429,15723,,102.7562,78.4879,3.8,287.399
6/3/2024,5.33,,,,,,,,
13/3/2024,5.33,,,,,,,,
20/3/2024,5.33,,,,,,,,
27/3/2024,5.33,,,,,,,,
1/4/2024,,313.207,144.179,15714.6,,102.7623,78.397,3.9,290.631
3/4/2024,5.33,,,,,,,,
10/4/2024,5.33,,,,,,,,
17/4/2024,5.33,,,,,,,,
24/4/2024,5.33,,,,,,,,
1/5/2024,5.33,313.225,143.822,,,,,4,284.742
8/5/2024,5.33,,,,,,,,
15/5/2024,5.33,,,,,,,,
